Lp;DataPoczatku;DataKonca;SumaUbezpieczenia;Odnowienia;Ulica;KodPocztowy;Miasto;Wojewodztwo;Kraj;ReasekuracjaO;ReasekuracjaF;Szerokosc;Dlugosc;Flaga_1;Flaga_2;Nr_Wojewodztwa
19713;2023-04-25;2024-04-24;520000,0;NIE;DROZDÓWKO 12;78-124;DROZDÓWKO;Zachodniopomorskie;POLSKA;1;;53.9829637;15.5135724;3;0;13;
19714;2023-04-25;2024-04-24;170000,0;NIE;SZCZYGLA 10;27-400;OSTROWIEC ŚWIĘTOKRZYSKI;Świętokrzyskie;POLSKA;1;;50.94185;21.397611992364588;1;0;16;
19715;2023-04-25;2024-04-24;520000,0;NIE;PROSTA 9;98-300;WIELUŃ;Łódzkie;POLSKA;1;;51.2228707;18.554471520027747;1;0;14;
19716;2023-04-25;2024-04-24;70000,0;NIE;PRZEDMIEŚCIE CZUDECKIE 491B;38-120;PRZEDMIEŚCIE CZUDECKIE;Podkarpackie;POLSKA;1;;49.9294725;21.849364950000002;3;0;8;
19717;2023-04-25;2024-04-24;200000,0;NIE;TOMASZOWSKA 10I;96-200;RAWA MAZOWIECKA;Łódzkie;POLSKA;1;;51.759305049999995;20.243877860703968;1;0;14;
19718;2023-04-25;2024-04-24;300000,0;NIE;TUSZYMA 132;39-321;TUSZYMA;Podkarpackie;POLSKA;1;;50.18901275;21.49868624534101;3;0;8;
19719;2023-04-25;2024-04-24;100000,0;NIE;Leszczynowa 16;64-610;Owczegłowy;Wielkopolskie;POLSKA;1;;52.732300;17.032760;3;1;12;
19720;2023-04-25;2024-04-24;120000,0;NIE;BUDZÓW 123;57-214;BUDZÓW;Dolnośląskie;POLSKA;1;;50.58060625;16.690478298611772;3;0;1;
19721;2023-04-25;2024-04-24;318000,0;NIE;LWOWSKA 22B;22-400;ZAMOŚĆ;Lubelskie;POLSKA;1;;50.70711695;23.278804492400333;1;0;3;
19722;2023-04-25;2024-04-24;520000,0;NIE;GÓRCZEWSKA 208;01-460;WARSZAWA;Mazowieckie;POLSKA;1;;52.239505449999996;20.910209626575565;1;0;5;
19723;2023-04-25;2024-04-24;750000,0;NIE;ADAMA MICKIEWICZA 100F;05-800;PRUSZKÓW;Mazowieckie;POLSKA;1;;52.1873312;20.812874;1;0;5;
19724;2023-04-25;2024-04-24;220000,0;NIE;3 MAJA 38;81-396;GDYNIA;Pomorskie;POLSKA;1;;54.5174005;18.535430854029325;1;0;10;
19725;2023-04-25;2024-04-24;220000,0;NIE;SZEWNO 14;86-182;SZEWNO;Kujawsko-Pomorskie;POLSKA;1;;53.4394048;18.1544877;3;0;2;
19726;2023-04-25;2024-04-24;370000,0;NIE;STEROWCOWA 22;54-130;WROCŁAW;Dolnośląskie;POLSKA;1;;51.1294313;16.9619089;1;0;1;
19727;2023-04-25;2024-04-24;190000,0;NIE;WAWRZYNIAKA 5;86-300;GRUDZIĄDZ;Kujawsko-Pomorskie;POLSKA;1;;53.46699905;18.740825594029282;1;0;2;
19728;2023-04-25;2024-04-24;580000,0;NIE;MAZOWIECKA 38;78-100;KOŁOBRZEG;Zachodniopomorskie;POLSKA;1;;54.17063245;15.565394865124414;1;0;13;
19729;2023-04-25;2024-04-24;320000,0;NIE;WIATRAKOWA 8;15-827;BIAŁYSTOK;Podlaskie;POLSKA;1;;53.1394787;23.14150185588978;1;0;9;
19730;2023-04-25;2024-04-24;60000,0;NIE;MIERONICE 38;28-366;MIERONICE;Świętokrzyskie;POLSKA;1;;50.79037995;20.269455377538623;3;0;16;
19731;2023-04-25;2024-04-24;410000,0;NIE;Świetego Wojciecha 8;15-202;BIAŁYSTOK;Podlaskie;POLSKA;1;;53.13083845;23.17965999905671;1;0;9;
19732;2023-04-25;2024-04-24;170000,0;NIE;DOLASZEWO 16;64-930;DOLASZEWO;Wielkopolskie;POLSKA;1;;53.1653902;16.6531831;3;0;12;
19733;2023-04-25;2024-04-24;600000,0;NIE;KOMBATANTÓW 5D;80-464;GDAŃSK;Pomorskie;POLSKA;1;;54.39742255;18.608799938094084;1;0;10;
19734;2023-04-25;2024-04-24;20000,0;NIE;STANISŁAWA WERNERA 8;26-600;RADOM;Świętokrzyskie;POLSKA;1;;51.4076034;21.1480602;1;0;16;
19735;2023-04-25;2024-04-24;50000,0;NIE;GRUNWALDZKA 1D;73-200;CHOSZCZNO;Zachodniopomorskie;POLSKA;1;;53.166918;15.4268439;1;0;13;
19736;2023-04-25;2024-04-24;305000,0;NIE;TYSIĄCLECIA 33;41-303;DĄBROWA GÓRNICZA;Śląskie;POLSKA;1;;50.327926250000004;19.2288387492995;1;0;15;
19737;2023-04-25;2024-04-24;120000,0;NIE;KOSYNIERÓW GDYŃSKICH 47;82-300;ELBLĄG;Pomorskie;POLSKA;1;;54.1624053;19.40786385;1;0;10;
19738;2023-04-25;2024-04-24;150000,0;NIE;PARKOWA 25A;86-300;GRUDZIĄDZ;Kujawsko-Pomorskie;POLSKA;1;;53.4750653;18.76749551430411;1;0;2;
19739;2023-04-25;2024-04-24;444000,0;NIE; 6A;62-513;Gozdek;Wielkopolskie;POLSKA;1;;52.204726;18.413587;1;1;12;
19740;2023-05-08;2024-05-07;330000,0;NIE;KRÓTKA 6;63-200;ROSZKÓW;Wielkopolskie;POLSKA;1;;51.96193;17.44844;1;0;12;
19741;2023-04-25;2024-04-24;721000,0;NIE;SZAFIROWA 15;20-573;LUBLIN;Lubelskie;POLSKA;1;;51.2211888;22.506740855988348;1;0;3;
19742;2023-04-25;2024-04-24;520000,0;NIE;LWA TOŁSTOJA 4;01-910;WARSZAWA;Mazowieckie;POLSKA;1;;52.2858249;20.930951365250436;1;0;5;
19743;2023-04-25;2024-04-24;370000,0;NIE;STANISŁAWA MONIUSZKI 20;57-100;STRZELIN;Dolnośląskie;POLSKA;1;;50.7793902;17.081971;1;0;1;
19744;2023-04-25;2024-04-24;680000,0;NIE;ZYBLIKIEWICZA 5;31-029;KRAKÓW;Małopolskie;POLSKA;1;;50.0597921;19.9454098;1;0;6;
19745;2023-04-25;2024-04-24;515000,0;NIE;ŁOJEWSKA 20;03-392;WARSZAWA;Mazowieckie;POLSKA;1;;52.2953373;21.040175452309022;1;0;5;
19746;2023-04-25;2024-04-24;640300,0;NIE;Mickiewicza 39A;80-405;Gdańsk;Pomorskie;POLSKA;1;;54.382645;18.625727079034768;1;0;10;
19747;2023-04-25;2024-04-24;1078000,0;NIE;Piękna 15;32-082;Zelków;Małopolskie;POLSKA;1;;50.160475;19.793077;1;1;6;
19748;2023-04-26;2024-04-25;250000,0;NIE;BESTWIŃSKA 15;43-502;CZECHOWICE-DZIEDZICE;Śląskie;POLSKA;1;;49.8908843;19.025475477173885;1;0;15;
19749;2023-04-26;2024-04-25;370000,0;NIE;MARSZ. JÓZEFA PIŁSUDSKIEGO 74;32-555;ZAGÓRZE;Małopolskie;POLSKA;1;;50.0979534;19.384957840942796;1;0;6;
19750;2023-04-26;2024-04-25;200000,0;NIE;KLĘPIE GÓRNE 67;28-220;KLĘPIE GÓRNE;Świętokrzyskie;POLSKA;1;;50.4326344;21.0041168;3;0;16;
19751;2023-04-26;2024-04-25;450000,0;NIE;KOMASZÓWKA 8;16-310;KOMASZÓWKA;Podlaskie;POLSKA;1;;53.73954;23.18634;3;0;9;
19752;2023-04-26;2024-04-25;50000,0;NIE;LUDWIKA WARYŃSKIEGO 8;75-541;KOSZALIN;Zachodniopomorskie;POLSKA;1;;54.19159455;16.199139062344194;1;0;13;
19753;2023-04-26;2024-04-25;420000,0;NIE;POWSTAŃCÓW WIELKOPOLSKICH 5;62-050;DRUŻYNA;Wielkopolskie;POLSKA;1;;52.21125465;16.826068667504593;1;0;12;
19754;2023-05-16;2024-05-15;170000,0;NIE;WOJSKA POLSKIEGO 161A;18-400;ŁOMŻA;Podlaskie;POLSKA;1;;53.17426075;22.039205199999998;1;0;9;
19755;2023-04-26;2024-04-25;650000,0;NIE;DZIESŁAW 52;59-330;DZIESŁAW;Dolnośląskie;POLSKA;1;;51.47919865;16.363147104896036;3;0;1;
19756;2023-04-26;2024-04-25;150000,0;NIE;RACŁAWICE 83;32-222;RACŁAWICE;Małopolskie;POLSKA;1;;50.33075;20.23125;3;0;6;
19757;2023-04-26;2024-04-25;600000,0;NIE;MARULEWY 19;88-100;MARULEWY;Kujawsko-Pomorskie;POLSKA;1;;52.7794318;18.301956699999998;3;0;2;
19758;2023-04-26;2024-04-25;50000,0;NIE;DR. LEONA RUTKOWSKIEGO 15;09-100;PŁOŃSK;Mazowieckie;POLSKA;1;;52.625016;20.37370637027542;1;0;5;
19759;2023-04-26;2024-04-25;300000,0;NIE;PLAŻOWA 9;16-300;AUGUSTÓW;Podlaskie;POLSKA;1;;53.8688357;22.920244;1;0;9;
19760;2023-04-26;2024-04-25;20000,0;NIE;WOJSKA POLSKIEGO 11;88-100;INOWROCŁAW;Kujawsko-Pomorskie;POLSKA;1;;52.7832516;18.24822515;1;0;2;
19761;2023-04-26;2024-04-25;150000,0;NIE;ŚWIEBODNA 70;37-560;ŚWIEBODNA;Podkarpackie;POLSKA;1;;49.8982526;22.4256621;3;0;8;
19762;2023-04-26;2024-04-25;150000,0;NIE;MIKOŁAJA GOGOLA 4;92-513;ŁÓDŹ;Łódzkie;POLSKA;1;;51.75815235;19.54436770401786;1;0;14;
19763;2023-04-26;2024-04-25;20000,0;NIE;KOŚCIELNA 9;55-200;OŁAWA;Dolnośląskie;POLSKA;1;;50.9433389;17.293596;1;0;1;
19764;2023-04-26;2024-04-25;250000,0;NIE;WARSZAWSKA 66;26-660;JEDLIŃSK;Świętokrzyskie;POLSKA;1;;51.5168939;21.1122617757458;1;0;16;
19765;2023-04-26;2024-04-25;50000,0;NIE;GALLA ANONIMA 4;51-162;WROCŁAW;Dolnośląskie;POLSKA;1;;51.1313101;17.059283532746957;1;0;1;
19766;2023-04-26;2024-04-25;250000,0;NIE;JANA III SOBIESKIEGO 217;42-580;WOJKOWICE;Śląskie;POLSKA;1;;50.3675556;19.0158614;1;0;15;
19767;2023-04-26;2024-04-25;100000,0;NIE;Jaroszówka 5A;59-225;JAROSZÓWKA;Dolnośląskie;POLSKA;1;;53.1661907;23.1893089;1;0;1;
19768;2023-04-26;2024-04-25;20000,0;NIE;ALEJA PRYMASA TYSIĄCLECIA 93;01-242;WARSZAWA;Mazowieckie;POLSKA;1;;52.230184300000005;20.956067847232532;1;0;5;
19769;2023-04-26;2024-04-25;20000,0;NIE;KONSTYTUCJI 3 MAJA 59;72-600;ŚWINOUJŚCIE;Zachodniopomorskie;POLSKA;1;;53.908061;14.2469668;1;0;13;
19770;2023-04-26;2024-04-25;380000,0;NIE;JANUSZA MEISSNERA 14D;80-462;GDAŃSK;Pomorskie;POLSKA;1;;54.402327099999994;18.607809766604078;1;0;10;
19771;2023-04-26;2024-04-25;50000,0;NIE;CZARNKOWSKA 3A;64-600;OBORNIKI;Wielkopolskie;POLSKA;1;;52.645646400000004;16.80902229688452;1;0;12;
19772;2023-04-26;2024-04-25;500000,0;NIE;MORDECHAJA ANIELEWICZA 30;01-052;WARSZAWA;Mazowieckie;POLSKA;1;;52.24527425;20.980908951198906;1;0;5;
19773;2023-04-26;2024-04-25;150000,0;NIE;WYLOTOWA 7;78-100;KOŁOBRZEG;Zachodniopomorskie;POLSKA;1;;54.1766722;15.548859677406744;1;0;13;
19774;2023-04-26;2024-04-25;800000,0;NIE;POLNA 19;83-050;BIELKÓWKO;Pomorskie;POLSKA;1;;54.258904099999995;18.507004100402412;1;0;10;
19775;2023-04-26;2024-04-25;220000,0;NIE;LNIANA 16;91-158;ŁÓDŹ;Łódzkie;POLSKA;1;;51.7953373;19.380779325149284;1;0;14;
19776;2023-04-26;2024-04-25;120000,0;NIE;JAGIELNIK 25;66-300;JAGIELNIK;Lubuskie;POLSKA;1;;52.44057445;15.5547576654345;3;0;4;
19777;2023-04-26;2024-04-25;50000,0;NIE;Zakroczymska 6;00-225;Warszawa;Mazowieckie;POLSKA;1;;52.254307;21.006736;1;1;5;
19778;2023-04-26;2024-04-25;479000,0;NIE;Plac Grunwaldzki 8;50-384;Wrocław;Dolnośląskie;POLSKA;1;;51.1105889;17.0559641;1;0;1;
19779;2023-04-26;2024-04-25;240000,0;NIE;KOPERNIKA 23A;78-400;SZCZECINEK;Zachodniopomorskie;POLSKA;1;;53.70604;16.70643;1;0;13;
19780;2023-04-26;2024-04-25;220000,0;NIE;WILEŃSKA 4;76-200;SŁUPSK;Zachodniopomorskie;POLSKA;1;;54.4667159;17.020375;1;0;13;
19781;2023-04-26;2024-04-25;780000,0;NIE;Kościno 60D;72-002;Kościno;Zachodniopomorskie;POLSKA;1;;53.4263938;14.3910946;3;0;13;
19782;2023-04-26;2024-04-25;320000,0;NIE;BIAŁOSTOCZEK 32;15-869;BIAŁYSTOK;Podlaskie;POLSKA;1;;53.148762649999995;23.150010395163143;1;0;9;
19783;2023-04-26;2024-04-25;290000,0;NIE;GŁĘBOCKA 56F;03-287;WARSZAWA;Mazowieckie;POLSKA;1;;52.31057525;21.069741506712315;1;0;5;
19784;2023-04-26;2024-04-25;820000,0;NIE;MARCINKOWO 76;11-700;MARCINKOWO;Warmińsko-Mazurskie;POLSKA;1;;53.8621789;21.260596535599383;3;0;11;
19785;2023-04-26;2024-04-25;670000,0;NIE;KRĘTA 10;62-080;TARNOWO PODGÓRNE;Wielkopolskie;POLSKA;1;;52.4646792;16.669851998882116;1;0;12;
19786;2023-04-26;2024-04-25;20000,0;NIE;MARSZ. JÓZEFA PIŁSUDSKIEGO 39;90-307;ŁÓDŹ;Łódzkie;POLSKA;1;;51.751262;19.332555;1;0;14;
19787;2023-04-26;2024-04-25;520000,0;NIE;POZNAŃSKA 14;62-028;KOZIEGŁOWY;Wielkopolskie;POLSKA;1;;52.4422746;16.98883219505445;1;0;12;
19788;2023-04-27;2024-04-26;380000,0;NIE;Limbowa 11;61-446;POZNAŃ;Wielkopolskie;POLSKA;1;;52.3654672;16.9065806;1;0;12;
19789;2023-04-27;2024-04-26;100000,0;NIE;WYSOCICE 4;32-075;GOŁCZA;Małopolskie;POLSKA;1;;50.2902337;19.912729942919675;1;0;6;
19790;2023-04-27;2024-04-26;450000,0;NIE;BEMA 2A;66-440;SKWIERZYNA;Lubuskie;POLSKA;1;;52.58918665;15.50012134684114;1;0;4;
19791;2023-04-27;2024-04-26;320000,0;NIE;DWORCOWA 36A;86-010;KORONOWO;Kujawsko-Pomorskie;POLSKA;1;;53.312162900000004;17.945340694538455;1;0;2;
19792;2023-04-27;2024-04-26;270000,0;NIE;LIPOWA 20;66-220;TOPORÓW;Lubuskie;POLSKA;1;;52.263399500000006;15.26130851321341;1;0;4;
19793;2023-04-27;2024-04-26;170000,0;NIE;WIELKOPOLSKA 7;25-327;KIELCE;Świętokrzyskie;POLSKA;1;;50.8704147;20.653036419434812;1;0;16;
19794;2023-04-27;2024-04-26;170000,0;NIE;NAKŁO 40;37-723;NAKŁO;Podkarpackie;POLSKA;1;;49.87704365;22.958060230040537;3;0;8;
19795;2023-04-27;2024-04-26;150000,0;NIE;Rogatka 11;31-425;KRAKÓW;Małopolskie;POLSKA;1;;50.079817750000004;19.948419425323493;1;0;6;
19796;2023-04-27;2024-04-26;380000,0;NIE;MARII I BOLESŁAWA WYSŁOUCHÓW 22;30-611;KRAKÓW;Małopolskie;POLSKA;1;;50.007778200000004;19.958116169756554;1;0;6;
19797;2023-04-27;2024-04-26;720000,0;NIE;MARSZAŁKA JÓZEFA PIŁSUDSKIEGO 54;07-202;KAMIEŃCZYK;Mazowieckie;POLSKA;1;;52.6030413;21.5349386;1;0;5;
19798;2023-04-27;2024-04-26;500000,0;NIE;POZNAŃSKA 11;00-680;WARSZAWA;Mazowieckie;POLSKA;1;;52.2245821;21.0119773;1;0;5;
19799;2023-04-27;2024-04-26;300000,0;NIE;ALEJE JEROZOLIMSKIE 109;02-011;WARSZAWA;Mazowieckie;POLSKA;1;;52.2258556;20.9943023;1;0;5;
19800;2023-04-27;2024-04-26;517000,0;NIE;DĘBOSTRÓW 47A;72-015;DĘBOSTRÓW;Zachodniopomorskie;POLSKA;1;;53.6044223;14.520782;3;0;13;
19801;2023-04-27;2024-04-26;20000,0;NIE;GRUNWALDZKA 64A;72-600;ŚWINOUJŚCIE;Zachodniopomorskie;POLSKA;1;;53.8984296;14.229307149493659;1;0;13;
19802;2023-04-27;2024-04-26;220000,0;NIE;ROSOCHATA 80A;59-216;ROSOCHATA;Dolnośląskie;POLSKA;1;;51.20339;16.31129;3;0;1;
19803;2023-04-27;2024-04-26;220000,0;NIE;KRĘTA 6C;05-462;EMÓW;Mazowieckie;POLSKA;1;;52.1451415;21.278194001986037;1;0;5;
19804;2023-04-27;2024-04-26;70000,0;NIE;LOTNIKÓW 11;68-200;ŻARY;Lubuskie;POLSKA;1;;51.64012835;15.128205713027981;1;0;4;
19805;2023-04-27;2024-04-26;550000,0;NIE;OSIEDLE POD KLONAMI 199 A;09-530;NOWE GRABIE;Mazowieckie;POLSKA;1;;52.4498457;19.7276676;1;0;5;
19806;2023-04-27;2024-04-26;320000,0;NIE;DUBIELEWO 10;87-880;DUBIELEWO;Kujawsko-Pomorskie;POLSKA;1;;52.66996;18.88789;3;0;2;
19807;2023-04-27;2024-04-26;350000,0;NIE;NOWOWIEJSKA 11;43-603;JAWORZNO;Śląskie;POLSKA;1;;50.22551995;19.213677261721728;1;0;15;
19808;2023-04-27;2024-04-26;420000,0;NIE;MALBORSKA 6;03-286;WARSZAWA;Mazowieckie;POLSKA;1;;52.2936572;21.0493192;1;0;5;
19809;2023-04-27;2024-04-26;280000,0;NIE;TARGOWA 11;86-070;DĄBROWA CHEŁMIŃSKA;Kujawsko-Pomorskie;POLSKA;1;;53.1796;18.30574;1;0;2;
19810;2023-04-27;2024-04-26;220000,0;NIE;PEŁKINIE 402;37-500;PEŁKINIE;Podkarpackie;POLSKA;1;;50.0818836;22.6430679;3;0;8;
19811;2023-04-27;2024-04-26;50000,0;NIE;GENERAŁA LUDOMIŁA RAYSKIEGO 36;70-426;SZCZECIN;Zachodniopomorskie;POLSKA;1;;53.433926;14.5515775;1;0;13;
19812;2023-04-27;2024-04-26;370000,0;NIE;PLAC ŚW. KATARZYNY 5;87-100;TORUŃ;Kujawsko-Pomorskie;POLSKA;1;;53.012735;18.6122832;1;0;2;
19813;2023-04-27;2024-04-26;200000,0;NIE;DŁUGA 9;06-500;MŁAWA;Mazowieckie;POLSKA;1;;53.110294550000006;20.37990775089328;1;0;5;
19814;2023-04-27;2024-04-26;300000,0;NIE;OSIEDLOWA 28;59-800;ZARĘBA;Dolnośląskie;POLSKA;1;;51.099984649999996;15.215302494924558;1;0;1;
19815;2023-04-27;2024-04-26;500000,0;NIE;por. Ryszarda Gubały 2;05-135;Wieliszew;Mazowieckie;POLSKA;1;;52.44170305;20.96405515280277;1;0;5;
19816;2023-04-27;2024-04-26;350000,0;NIE;Barwinkowa 19;86-005;Białe Błota;Kujawsko-Pomorskie;POLSKA;1;;53.09730145;17.915585637659568;1;0;2;
19817;2023-04-27;2024-04-26;676900,0;NIE;KRAKOWSKA 93HC;43-600;Jaworzno;Śląskie;POLSKA;1;;50.1834408;19.291808287612387;1;0;15;
19818;2023-04-27;2024-04-26;80000,0;NIE;STOKROTKI 6A;05-805;OTRĘBUSY;Mazowieckie;POLSKA;1;;52.1325473;20.7553668;1;0;5;
19819;2023-05-02;2024-05-01;400000,0;NIE;Osiedle Przemysława 25;61-064;Poznań;Wielkopolskie;POLSKA;1;;52.38926275;17.00197964630267;1;0;12;
19820;2023-04-27;2024-04-26;210000,0;NIE;BIERWIECKA WOLA 60B;26-660;BIERWIECKA WOLA;Świętokrzyskie;POLSKA;1;;51.5446553;21.162607;3;0;16;
19821;2023-04-27;2024-04-26;180000,0;NIE;WILEŃSKA 27;03-414;WARSZAWA;Mazowieckie;POLSKA;1;;52.2577283;21.0390034;1;0;5;
19822;2023-05-01;2024-04-30;20000,0;NIE;HENRYKA STROBANDA 16B;87-100;TORUŃ;Kujawsko-Pomorskie;POLSKA;1;;53.05125285;18.607468602838726;1;0;2;
19823;2023-05-15;2024-05-14;270000,0;NIE;ADAMA MICKIEWICZA 1C;62-085;SKOKI;Wielkopolskie;POLSKA;1;;52.6771147;17.161042;1;0;12;
19824;2023-04-27;2024-04-26;750000,0;NIE;PARKOSZ 79A;39-220;PARKOSZ;Podkarpackie;POLSKA;1;;50.003946;21.3156559;3;0;8;
19825;2023-04-27;2024-04-26;470000,0;NIE;ZIELNA 4;42-235;GRÓDEK;Śląskie;POLSKA;1;;50.70386;19.7085;1;0;15;
19826;2023-04-27;2024-04-26;285000,0;NIE;DWORCOWA 67;10-437;OLSZTYN;Warmińsko-Mazurskie;POLSKA;1;;53.767196299999995;20.497461670796575;1;0;11;
19827;2023-04-27;2024-04-26;1050000,0;NIE;POLINEZYJSKA 1;02-777;WARSZAWA;Mazowieckie;POLSKA;1;;52.1511839;21.044520968959063;1;0;5;
19828;2023-04-27;2024-04-26;520000,0;NIE;MALBORSKA 1;03-286;WARSZAWA;Mazowieckie;POLSKA;1;;52.2925588;21.048066;1;0;5;
19829;2023-04-27;2024-04-26;550000,0;NIE;KRÓLOWEJ JADWIGI 64;33-100;TARNÓW;Małopolskie;POLSKA;1;;49.9906869;20.95371745978308;1;0;6;
19830;2023-04-28;2024-04-27;220000,0;NIE;ROŻUBOWICE 99;37-733;ROŻUBOWICE;Podkarpackie;POLSKA;1;;49.73372365;22.846133536137668;3;0;8;
19831;2023-04-28;2024-04-27;343860,0;NIE;Leona Wyczółkowskiego 1;20-611;LUBLIN;Lubelskie;POLSKA;1;;51.24095;22.54001457222475;1;0;3;
19832;2023-04-28;2024-04-27;600000,0;NIE;SIEMIANOWICKA 55;41-500;CHORZÓW;Śląskie;POLSKA;1;;50.303099;18.973185426893455;1;0;15;
19833;2023-04-28;2024-04-27;350000,0;NIE;JANA III SOBIESKIEGO 2;26-600;RADOM;Świętokrzyskie;POLSKA;1;;51.4269856;21.1568435;1;0;16;
19834;2023-04-28;2024-04-27;50000,0;NIE;POWSTAŃCÓW WIELKOPOLSKICH 6;62-020;SWARZĘDZ;Wielkopolskie;POLSKA;1;;52.411598850000004;17.077857006123967;1;0;12;
19835;2023-04-28;2024-04-27;160000,0;NIE;LESZNO 9;01-192;WARSZAWA;Mazowieckie;POLSKA;1;;52.2376998;20.9766128;1;0;5;
19836;2023-04-28;2024-04-27;100000,0;NIE;KLASZTORNA 1;26-200;NOWY KAZANÓW;Świętokrzyskie;POLSKA;1;;51.182378799999995;20.349676247200954;1;0;16;
19837;2023-04-28;2024-04-27;545000,0;NIE;ANDRZEJA KMICICA 5A;98-300;WIELUŃ;Łódzkie;POLSKA;1;;51.2116857;18.5914697;1;0;14;
19838;2023-04-28;2024-04-27;320000,0;NIE;ŻABIA 10;15-448;BIAŁYSTOK;Podlaskie;POLSKA;1;;53.136762000000004;23.148487104615597;1;0;9;
19839;2023-04-28;2024-04-27;311000,0;NIE;CZAJEWICZA 5;05-500;PIASECZNO;Mazowieckie;POLSKA;1;;52.0711691;21.025579474506614;1;0;5;
19840;2023-04-28;2024-04-27;170000,0;NIE;WYZWOLENIA 6;13-240;IŁOWO-OSADA;Warmińsko-Mazurskie;POLSKA;1;;53.168003;20.29357006632989;1;0;11;
19841;2023-04-28;2024-04-27;170000,0;NIE;BUKOWICA 45;67-312;BUKOWICA;Lubuskie;POLSKA;1;;51.6432029;15.765270500274724;3;0;4;
19842;2023-04-28;2024-04-27;270000,0;NIE;BOHATERÓW WESTERPLATTE 7;85-827;BYDGOSZCZ;Kujawsko-Pomorskie;POLSKA;1;;53.1087952;18.049755376103388;1;0;2;
19843;2023-04-28;2024-04-27;250000,0;NIE;GRODZKA 10A;73-110;STARGARD;Zachodniopomorskie;POLSKA;1;;53.3364571;15.0450874;1;0;13;
19844;2023-04-28;2024-04-27;320000,0;NIE;KONRADA GUDERSKIEGO 59;80-180;Gdańsk;Pomorskie;POLSKA;1;;54.32201365;18.558628584283312;1;0;10;
19845;2023-04-28;2024-04-27;619000,0;NIE;Marywilska 52;03-042;WARSZAWA;Mazowieckie;POLSKA;1;;52.31793365;20.99985193285643;1;0;5;
19846;2023-04-28;2024-04-27;420000,0;NIE;GROTA ROWECKIEGO 16;24-100;PUŁAWY;Nieznane województwo;POLSKA;1;;51.41273575;21.978603182843294;1;0;0;
19847;2023-04-28;2024-04-27;120000,0;NIE;LEDNICA GÓRNA 51;32-020;LEDNICA GÓRNA;Małopolskie;POLSKA;1;;49.9745439;20.079180600074423;3;0;6;
19848;2023-04-28;2024-04-27;550000,0;NIE;INFLANCKA 15;00-189;WARSZAWA;Mazowieckie;POLSKA;1;;52.25427415;20.988488001923077;1;0;5;
19849;2023-04-28;2024-04-27;378000,0;NIE;KAROLA MARCINKOWSKIEGO 11;40-233;KATOWICE;Śląskie;POLSKA;1;;50.26093795;19.05856796636401;1;0;15;
19850;2023-04-28;2024-04-27;600000,0;NIE;JADŹWINGÓW 5;02-692;WARSZAWA;Mazowieckie;POLSKA;1;;52.16961975;21.00469802941616;1;0;5;
19851;2023-04-28;2024-04-27;720000,0;NIE;RACIBORSKO 35;32-020;RACIBORSKO;Małopolskie;POLSKA;1;;49.92887725;20.04602820876323;3;0;6;
19852;2023-04-28;2024-04-27;20000,0;NIE;OSIEDLE ZIELONE 6;31-968;KRAKÓW;Małopolskie;POLSKA;1;;50.0806165;20.0432486;1;0;6;
19853;2023-04-28;2024-04-27;510000,0;NIE;Zagłoby 21;07-409;OSTROŁĘKA;Mazowieckie;POLSKA;1;;53.07661055;21.563349009702165;1;0;5;
19854;2023-04-28;2024-04-27;259000,0;NIE;MIĘDZYBLOKOWA 16B;41-706;RUDA ŚLĄSKA;Śląskie;POLSKA;1;;50.241720099999995;18.82807380584643;1;0;15;
19855;2023-04-28;2024-04-27;300000,0;NIE;LIPOWA 39;90-629;ŁÓDŹ;Łódzkie;POLSKA;1;;51.7685964;19.444608;1;0;14;
19856;2023-04-28;2024-04-27;240000,0;NIE;GENERAŁA GROTA-ROWECKIEGO 27;41-907;BYTOM;Śląskie;POLSKA;1;;50.33626085;18.885561701527934;1;0;15;
19857;2023-04-28;2024-04-27;20000,0;NIE;WOJSKA POLSKIEGO 18;05-101;NOWY DWÓR MAZOWIECKI;Mazowieckie;POLSKA;1;;52.419523749999996;20.734885663384425;1;0;5;
19858;2023-04-28;2024-04-27;230000,0;NIE;BARTNICZA 44;71-487;SZCZECIN;Zachodniopomorskie;POLSKA;1;;53.460136;14.5277742;1;0;13;
19859;2023-04-28;2024-04-27;220000,0;NIE;Gromadzka 19;21-500;Biała Podlaska;Lubelskie;POLSKA;1;;52.021704;23.110272;1;1;3;
19860;2023-05-08;2024-05-07;250000,0;NIE;JELENIOGÓRSKA 60;59-540;ŚWIERZAWA;Dolnośląskie;POLSKA;1;;51.0123442;15.900496026923957;1;0;1;
19861;2023-04-28;2024-04-27;20000,0;NIE;WŁADYSŁAWA ŁOKIETKA 13;41-800;ZABRZE;Śląskie;POLSKA;1;;50.29747375;18.771825503284518;1;0;15;
19862;2023-04-28;2024-04-27;750000,0;NIE;ŁĄKOWA 22;38-524;BESKO;Podkarpackie;POLSKA;1;;49.5938152;21.9554472646184;1;0;8;
19863;2023-04-28;2024-04-27;300000,0;NIE;GRABOWSKA 154;63-400;OSTRÓW WIELKOPOLSKI;Wielkopolskie;POLSKA;1;;51.6459967;17.8549304;1;0;12;
19864;2023-04-28;2024-04-27;246000,0;NIE;RYBNICKA 70A;44-238;CZERWIONKA-LESZCZYNY;Śląskie;POLSKA;1;;50.1458972;18.6276191;1;0;15;
